OpenGWAS.Trait	Tool.Mapping..1	Identifier	Score	Tool.Mapping..2	Identifier.1	Score.1	Tool.Mapping..3	Identifier.2	Score.2	mapper1	mapper2
TSH	Central congenital hypothyroidism	http://www.orpha.net/ORDO/Orphanet_226298	0.727579926	TSH-secreting pituitary adenoma	http://www.orpha.net/ORDO/Orphanet_226298	0.727579926	Hypothyroidism due to TSH receptor mutations	http://www.orpha.net/ORDO/Orphanet_226298	0.727579926	Ryan Langdon	Maria Sobczyk-Barad
Tumor necrosis factor ligand superfamily member 9	tumor necrosis factor ligand superfamily member 8 measurement	http://www.ebi.ac.uk/efo/EFO_0010592	0.881654365	tumor necrosis factor ligand superfamily member 10 measurement	http://www.ebi.ac.uk/efo/EFO_0010592	0.881654365	tumor necrosis factor ligand superfamily member 11 measurement	http://www.ebi.ac.uk/efo/EFO_0010592	0.881654365	Ryan Langdon	Maria Sobczyk-Barad
Type 1 diabetes, wide definition, subgroup 2	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	0.528410447	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	0.528410447	prognostic subgroup	http://www.ebi.ac.uk/efo/EFO_0001360	0.528410447	Ryan Langdon	Maria Sobczyk-Barad
Type 2 diabetes with other specified/multiple/unspecified complications	spondyloarthropathy	http://www.ebi.ac.uk/efo/EFO_0000706	0.605394503	osteomyelitis	http://www.ebi.ac.uk/efo/EFO_0000706	0.605394503	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000706	0.605394503	Benjamin Woolf	Giulio Centorame
Type of cancer: ICD10: C44.6 Skin of upper limb, including shoulder	skin cancer	http://purl.obolibrary.org/obo/MONDO_0002898	0.444319572	cutaneous melanoma	http://purl.obolibrary.org/obo/MONDO_0002898	0.444319572	Shoulder pain	http://purl.obolibrary.org/obo/MONDO_0002898	0.444319572	Zak Thornton	Marina Vabistsevits
Type of fat/oil used in cooking: Butter	Osteogenesis imperfecta type 1	http://www.orpha.net/ORDO/Orphanet_216796	0.300484012	Osteogenesis imperfecta type 2	http://www.orpha.net/ORDO/Orphanet_216796	0.300484012	Osteogenesis imperfecta type 3	http://www.orpha.net/ORDO/Orphanet_216796	0.300484012	Benjamin Woolf	Giulio Centorame
Type of fat/oil used in cooking: Low fat olive spread for	low fat diet	http://www.ebi.ac.uk/efo/EFO_0002758	0.420094093	Lipoatrophy	http://www.ebi.ac.uk/efo/EFO_0002758	0.420094093	liver fat measurement	http://www.ebi.ac.uk/efo/EFO_0002758	0.420094093	Zak Thornton	Marina Vabistsevits
Type of special diet followed: Low calorie	response to low calorie diet	http://www.ebi.ac.uk/efo/EFO_0010731	0.586731655	low fat diet	http://www.ebi.ac.uk/efo/EFO_0010731	0.586731655	follow-up	http://www.ebi.ac.uk/efo/EFO_0010731	0.586731655	Samuel Neaves	Rebecca Carnegie
Types of spread used on bread/crackers: Cholesterol-lowering polyunsaturated margarine on bread/crackers	polyunsaturated fatty acid measurement	http://www.ebi.ac.uk/efo/EFO_0010733	0.279191664	Wide nose	http://www.ebi.ac.uk/efo/EFO_0010733	0.279191664	renal nutcracker syndrome	http://www.ebi.ac.uk/efo/EFO_0010733	0.279191664	Zak Thornton	Marina Vabistsevits
Types of spreads/sauces consumed: Hummus	Humeral agenesis/hypoplasia	http://www.orpha.net/ORDO/Orphanet_294973	0.251861786	humerus fracture	http://www.orpha.net/ORDO/Orphanet_294973	0.251861786	Bowed humerus	http://www.orpha.net/ORDO/Orphanet_294973	0.251861786	Benjamin Woolf	Giulio Centorame
Ubiquitin-conjugating enzyme E2 G2	disease of catalytic activity	http://purl.obolibrary.org/obo/MONDO_0044976	0.357779391	G2	http://purl.obolibrary.org/obo/MONDO_0044976	0.357779391	tumor grade 2, general grading system	http://purl.obolibrary.org/obo/MONDO_0044976	0.357779391	Samuel Neaves	Rebecca Carnegie
Ubiquitin+1	Autosomal recessive ataxia due to ubiquinone deficiency	http://www.orpha.net/ORDO/Orphanet_139485	0.453268585	Pyridoxine-dependent epilepsy	http://www.orpha.net/ORDO/Orphanet_139485	0.453268585	Isolated CoQ-cytochrome C reductase deficiency	http://www.orpha.net/ORDO/Orphanet_139485	0.453268585	Ryan Langdon	Maria Sobczyk-Barad
UDP-glucuronosyltransferase 1-6	ALG6-CDG	http://www.orpha.net/ORDO/Orphanet_79320	0.622360551	Crigler-Najjar syndrome	http://www.orpha.net/ORDO/Orphanet_79320	0.622360551	ALG8-CDG	http://www.orpha.net/ORDO/Orphanet_79320	0.622360551	Zak Thornton	Marina Vabistsevits
UFM1	EFM19	http://www.ebi.ac.uk/efo/EFO_0002175	0.259724026	myofibrillar myopathy 10	http://www.ebi.ac.uk/efo/EFO_0002175	0.259724026	SM1	http://www.ebi.ac.uk/efo/EFO_0002175	0.259724026	Benjamin Woolf	Giulio Centorame
Uncharacterized protein C1orf198	disease characteristic	http://www.ebi.ac.uk/efo/EFO_0009813	0.312544732	personality disorder (disease)	http://www.ebi.ac.uk/efo/EFO_0009813	0.312544732	callous character	http://www.ebi.ac.uk/efo/EFO_0009813	0.312544732	Zak Thornton	Marina Vabistsevits
Uncharacterized protein C22orf15	disease characteristic	http://www.ebi.ac.uk/efo/EFO_0009813	0.300025919	personality disorder (disease)	http://www.ebi.ac.uk/efo/EFO_0009813	0.300025919	callous character	http://www.ebi.ac.uk/efo/EFO_0009813	0.300025919	Ryan Langdon	Maria Sobczyk-Barad
Urinary albumin-to-creatinine ratio	urinary albumin to creatinine ratio	http://www.ebi.ac.uk/efo/EFO_0007778	0.993181008	urinary uric acid to creatinine ratio	http://www.ebi.ac.uk/efo/EFO_0007778	0.993181008	urinary sodium to creatinine ratio	http://www.ebi.ac.uk/efo/EFO_0007778	0.993181008	Zak Thornton	Marina Vabistsevits
Usual side of head for mobile phone use: Equally left and right	Low Grade Vulvar Intraepithelial Neoplasia	http://www.ebi.ac.uk/efo/EFO_1000330	0.356679439	right	http://www.ebi.ac.uk/efo/EFO_1000330	0.356679439	left	http://www.ebi.ac.uk/efo/EFO_1000330	0.356679439	Samuel Neaves	Rebecca Carnegie
Variation in diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	0.601720935	genetic variation	http://www.ebi.ac.uk/efo/EFO_0002755	0.601720935	operator variation	http://www.ebi.ac.uk/efo/EFO_0002755	0.601720935	Ryan Langdon	Maria Sobczyk-Barad
vascular endothelial growth factor D	vascular endothelial growth factor	http://www.ebi.ac.uk/efo/EFO_0003276	0.959062903	vascular endothelial growth factor D measurement	http://www.ebi.ac.uk/efo/EFO_0003276	0.959062903	vascular endothelial growth factor measurement	http://www.ebi.ac.uk/efo/EFO_0003276	0.959062903	Benjamin Woolf	Giulio Centorame
Vitamin and mineral supplements: Folic acid or Folate (Vit B9)	folate deficiency	http://www.ebi.ac.uk/efo/EFO_0001070	0.526590618	folic acid measurement	http://www.ebi.ac.uk/efo/EFO_0001070	0.526590618	vitamin supplement exposure measurement	http://www.ebi.ac.uk/efo/EFO_0001070	0.526590618	Zak Thornton	Marina Vabistsevits
Which eye(s) affected by presbyopia: Left eye	presbyopia	http://purl.obolibrary.org/obo/MONDO_0001330	0.522129442	eye infection	http://purl.obolibrary.org/obo/MONDO_0001330	0.522129442	eye infectious disease	http://purl.obolibrary.org/obo/MONDO_0001330	0.522129442	Samuel Neaves	Rebecca Carnegie
X-04357	COLO357	http://www.ebi.ac.uk/efo/EFO_0002710	0.359137782	GM07357	http://www.ebi.ac.uk/efo/EFO_0002710	0.359137782	EM435	http://www.ebi.ac.uk/efo/EFO_0002710	0.359137782	Ryan Langdon	Maria Sobczyk-Barad
X-11204	A204	http://www.ebi.ac.uk/efo/EFO_0002102	0.384343253	GM12043	http://www.ebi.ac.uk/efo/EFO_0002102	0.384343253	GM12044	http://www.ebi.ac.uk/efo/EFO_0002102	0.384343253	Ryan Langdon	Maria Sobczyk-Barad
X-12844	blastula 128-cell	http://www.ebi.ac.uk/efo/EFO_0001273	0.247991976	CB128	http://www.ebi.ac.uk/efo/EFO_0001273	0.247991976	HG02840	http://www.ebi.ac.uk/efo/EFO_0001273	0.247991976	Benjamin Woolf	Giulio Centorame
Year of birth	date of birth	http://www.ebi.ac.uk/efo/EFO_0004950	0.611789262	birth rate	http://www.ebi.ac.uk/efo/EFO_0004950	0.611789262	congenital abnormality	http://www.ebi.ac.uk/efo/EFO_0004950	0.611789262	Samuel Neaves	Rebecca Carnegie
YES	Proptosis	http://purl.obolibrary.org/obo/HP_0000520	0.433154745	Epiphora	http://purl.obolibrary.org/obo/HP_0000520	0.433154745	Strabismus	http://purl.obolibrary.org/obo/HP_0000520	0.433154745	Zak Thornton	Marina Vabistsevits
Zinc finger protein 410	Zinc deficiency	http://www.ebi.ac.uk/efo/EFO_1000003	0.444246643	Disorder of zinc metabolism	http://www.ebi.ac.uk/efo/EFO_1000003	0.444246643	serum zinc measurement	http://www.ebi.ac.uk/efo/EFO_1000003	0.444246643	Ryan Langdon	Maria Sobczyk-Barad
Zinc finger protein 774	Zinc deficiency	http://www.ebi.ac.uk/efo/EFO_1000003	0.430321935	Disorder of zinc metabolism	http://www.ebi.ac.uk/efo/EFO_1000003	0.430321935	serum zinc measurement	http://www.ebi.ac.uk/efo/EFO_1000003	0.430321935	Benjamin Woolf	Giulio Centorame
