OpenGWAS.Trait	Tool.Mapping..1	Identifier1	Score1	Tool.Mapping..2	Identifier2	Score2	Tool.Mapping..3	Identifier3	Score3	mapper1	mapper2	exact mapping	broad mapping	narrow mapping	incorrect	Exact	non-EFO	comments
Treatment/medication code: co-dydramol	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.43763728	treatment protocol	http://www.ebi.ac.uk/efo/EFO_0003969	0.373755188	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000355	0.365932227	Samuel Neaves	Rebecca Carnegie							
Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet	response to hydrochlorothiazide	http://www.ebi.ac.uk/efo/EFO_0005202	0.508421283	response to thiazide	http://www.ebi.ac.uk/efo/EFO_0007981	0.3142146	chloride measurement	http://www.ebi.ac.uk/efo/EFO_0009284	0.276488716	Benjamin Woolf	Giulio Centorame							
Treatment/medication code: perindopril	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.468335178	clinical treatment protocol	http://www.ebi.ac.uk/efo/EFO_0000355	0.391600402	clinical treatment	http://www.ebi.ac.uk/efo/EFO_0007056	0.391600402	Benjamin Woolf	Giulio Centorame							
Treatment/medication code: thyroxine product	thyroxine measurement	http://www.ebi.ac.uk/efo/EFO_0005130	0.516178536	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	0.430465903	hyperthyroxinemia	http://www.ebi.ac.uk/efo/EFO_0004127	0.38032468	Zak Thornton	Marina Vabistsevits							
Tumor necrosis factor alpha-induced protein 3	tumor necrosis factor-alpha	http://www.ebi.ac.uk/efo/EFO_0003271	0.660631035	tumor necrosis factor-alpha measurement	http://www.ebi.ac.uk/efo/EFO_0004684	0.590551951	tumor necrosis factor measurement	http://www.ebi.ac.uk/efo/EFO_0010834	0.587571717	Benjamin Woolf	Giulio Centorame							
Tumor necrosis factor receptor superfamily member 11A	tumor necrosis factor receptor superfamily member 6 measurement	http://www.ebi.ac.uk/efo/EFO_0010610	0.848628282	tumor necrosis factor receptor superfamily member 9 measurement	http://www.ebi.ac.uk/efo/EFO_0010802	0.847431509	osteoprotegerin measurement	http://www.ebi.ac.uk/efo/EFO_0005918	0.831550431	Benjamin Woolf	Giulio Centorame							
Tumor necrosis factor-inducible gene 6 protein	tumor necrosis factor-inducible gene 6 protein measurement	http://www.ebi.ac.uk/efo/EFO_0008311	0.832064441	tumor necrosis factor measurement	http://www.ebi.ac.uk/efo/EFO_0010834	0.561746199	tumor necrosis factor beta measurement	http://www.ebi.ac.uk/efo/EFO_0008308	0.512953979	Samuel Neaves	Rebecca Carnegie							
Type 1 diabetes, wide definition, subgroup 1	type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001359	0.558229497	type II diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0001360	0.473741741	prognostic subgroup	http://www.ebi.ac.uk/efo/EFO_0000672	0.463073053	Benjamin Woolf	Giulio Centorame							
Types of physical activity in last 4 weeks: Other exercises (eg: swimming  cycling  keep fit  bowling)	physical activity	http://www.ebi.ac.uk/efo/EFO_0003940	0.572368139	physical activity measurement	http://www.ebi.ac.uk/efo/EFO_0008002	0.475098989	exercise	http://www.ebi.ac.uk/efo/EFO_0000483	0.463762385	Samuel Neaves	Rebecca Carnegie							
Types of spreads/sauces consumed: Hummus	Humeral agenesis/hypoplasia	http://www.orpha.net/ORDO/Orphanet_294973	0.251861786	humerus fracture	http://www.ebi.ac.uk/efo/EFO_0003943	0.243116338	Bowed humerus	http://purl.obolibrary.org/obo/HP_0003865	0.23565107	Samuel Neaves	Rebecca Carnegie							
Ubiquitin-conjugating enzyme E2 N	disease of catalytic activity	http://purl.obolibrary.org/obo/MONDO_0044976	0.374869051	estrone conjugate measurement	http://www.ebi.ac.uk/efo/EFO_0007971	0.349573775	Abnormal conjugate eye movement	http://purl.obolibrary.org/obo/HP_0000549	0.314254965	Zak Thornton	Marina Vabistsevits							
Unequal limb length (acquired)	axial length measurement	http://www.ebi.ac.uk/efo/EFO_0005318	0.485602817	infant body height	http://www.ebi.ac.uk/efo/EFO_0006785	0.477665543	longevity	http://www.ebi.ac.uk/efo/EFO_0004300	0.461424574	Samuel Neaves	Rebecca Carnegie							
Uromodulin-like 1	Familial juvenile hyperuricemic nephropathy type 1	http://www.orpha.net/ORDO/Orphanet_209886	0.612273575	urinary uromodulin measurement	http://www.ebi.ac.uk/efo/EFO_0005663	0.60358291	thrombomodulin measurement	http://www.ebi.ac.uk/efo/EFO_0007774	0.46208338	Benjamin Woolf	Giulio Centorame							
Uroplakin-3b-like protein	Proteinuria	http://purl.obolibrary.org/obo/HP_0000093	0.408974927	malacoplakia	http://www.ebi.ac.uk/efo/EFO_1001807	0.386083286	erythroplasia	http://www.ebi.ac.uk/efo/EFO_1001786	0.355569005	Samuel Neaves	Rebecca Carnegie							
Uterine fibroids	uterine fibroid	http://www.ebi.ac.uk/efo/EFO_0000731	0.979640694	Uterine leiomyoma	http://purl.obolibrary.org/obo/HP_0000131	0.912911892	uterine fibroid measurement	http://www.ebi.ac.uk/efo/EFO_0009410	0.73015853	Zak Thornton	Marina Vabistsevits							
VEGF121	vascular endothelial growth factor	http://www.ebi.ac.uk/efo/EFO_0003276	0.488063819	vascular endothelial growth factor A measurement	http://www.ebi.ac.uk/efo/EFO_0010804	0.405556807	MEGF10-Related Myopathy	http://purl.obolibrary.org/obo/MONDO_0013731	0.363252905	Benjamin Woolf	Giulio Centorame							
Vesicle-associated membrane protein 8	beta-secretase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0009179	0.583719615	Neurodegeneration with brain iron accumulation due to C19orf12 mutation	http://www.orpha.net/ORDO/Orphanet_289560	0.579342224	phospholipase A2, membrane associated measurement	http://www.ebi.ac.uk/efo/EFO_0008259	0.465431742	Benjamin Woolf	Giulio Centorame							
Vitamin and mineral supplements: Vitamin C	vitamin measurement	http://www.ebi.ac.uk/efo/EFO_0004729	0.632522551	vitamin A measurement	http://www.ebi.ac.uk/efo/EFO_0004857	0.602553666	vitamin D deficiency	http://www.ebi.ac.uk/efo/EFO_0003762	0.59701734	Ryan Langdon	Maria Sobczyk-Barad							
Vitamin E	vitamin E measurement	http://www.ebi.ac.uk/efo/EFO_0004867	0.753329654	vitamin D deficiency	http://www.ebi.ac.uk/efo/EFO_0003762	0.659875175	Ataxia with vitamin E deficiency	http://www.orpha.net/ORDO/Orphanet_96	0.648226274	Samuel Neaves	Rebecca Carnegie							
Voltage-gated potassium channel subunit beta-2	potassium deficiency	http://www.ebi.ac.uk/efo/EFO_1001120	0.387401852	potassium measurement	http://www.ebi.ac.uk/efo/EFO_0009283	0.378092479	potassium deficiency disease	http://purl.obolibrary.org/obo/MONDO_0003019	0.360470716	Zak Thornton	Marina Vabistsevits							
Volume level set by participant (left)	volume	http://www.ebi.ac.uk/efo/EFO_0001715	0.478181129	thyroid volume	http://www.ebi.ac.uk/efo/EFO_0004865	0.370661805	weight percent by volume	http://www.ebi.ac.uk/efo/EFO_0004384	0.36369993	Zak Thornton	Marina Vabistsevits							
Volume level set by participant (right)	volume	http://www.ebi.ac.uk/efo/EFO_0001715	0.478181129	thyroid volume	http://www.ebi.ac.uk/efo/EFO_0004865	0.370661805	weight percent by volume	http://www.ebi.ac.uk/efo/EFO_0004384	0.36369993	Samuel Neaves	Rebecca Carnegie							
Wears glasses or contact lenses	INTACT	http://www.ebi.ac.uk/efo/EFO_0010037	0.348682379	contact dermatitis	http://www.ebi.ac.uk/efo/EFO_0005319	0.343073806	Poor eye contact	http://purl.obolibrary.org/obo/HP_0000817	0.300937995	Ryan Langdon	Maria Sobczyk-Barad							
X-09026	GM19025	http://www.ebi.ac.uk/efo/EFO_0010836	0.222856554	GM19023	http://www.ebi.ac.uk/efo/EFO_0010835	0.222206131			NA	Zak Thornton	Marina Vabistsevits							
X-10346	LS1034	http://www.ebi.ac.uk/efo/EFO_0002226	0.3813219	HG03460	http://www.ebi.ac.uk/efo/EFO_0010883	0.375534065	HG03469	http://www.ebi.ac.uk/efo/EFO_0010884	0.370996428	Zak Thornton	Marina Vabistsevits							
X-11538	HT115	http://www.ebi.ac.uk/efo/EFO_0006442	0.219332358	WM115	http://www.ebi.ac.uk/efo/EFO_0002390	0.204498684			NA	Zak Thornton	Marina Vabistsevits							
X-12040	GM12043	http://www.ebi.ac.uk/efo/EFO_0001132	0.345299114	GM12044	http://www.ebi.ac.uk/efo/EFO_0001133	0.344493698	1205-Lu	http://www.ebi.ac.uk/efo/EFO_0002810	0.271146762	Zak Thornton	Marina Vabistsevits							
X-13549	A549	http://www.ebi.ac.uk/efo/EFO_0001086	0.382107331	CS57549	http://www.ebi.ac.uk/efo/EFO_0000012	0.340499034	BT549	http://www.ebi.ac.uk/efo/EFO_0001096	0.335809604	Samuel Neaves	Rebecca Carnegie							
X-14056	GM12056	http://www.ebi.ac.uk/efo/EFO_0001134	0.344835013	GM07056	http://www.ebi.ac.uk/efo/EFO_0001114	0.318768921	G140	http://www.ebi.ac.uk/efo/EFO_0006403	0.245748848	Ryan Langdon	Maria Sobczyk-Barad							
Xerosis cutis	Dry skin	http://purl.obolibrary.org/obo/HP_0000958	0.812507038	xerostomia	http://www.ebi.ac.uk/efo/EFO_0009869	0.51106233	Sjogren syndrome	http://www.ebi.ac.uk/efo/EFO_0000699	0.500254214	Zak Thornton	Marina Vabistsevits							
XTP3A	Triple A syndrome	http://www.orpha.net/ORDO/Orphanet_869	0.213967212	C3A	http://www.ebi.ac.uk/efo/EFO_0002121	0.202706538			NA	Ryan Langdon	Maria Sobczyk-Barad							
Z09 Follow-up examination after treatment for conditions other than malignant neoplasms	thalamic cancer	http://purl.obolibrary.org/obo/MONDO_0003766	0.451758813	central nervous system cancer	http://www.ebi.ac.uk/efo/EFO_0000326	0.417815031	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	0.414400521	Samuel Neaves	Rebecca Carnegie							
Zinc finger protein 358	Zinc deficiency	http://www.ebi.ac.uk/efo/EFO_1000003	0.439493398	Disorder of zinc metabolism	http://www.orpha.net/ORDO/Orphanet_309845	0.370561163	serum zinc measurement	http://www.ebi.ac.uk/efo/EFO_0005268	0.362048366	Benjamin Woolf	Giulio Centorame							
